952.0	-284.0	-837.0
944.0	-290.0	-845.0
934.0	-286.0	-829.0
950.0	-288.0	-839.0
945.0	-270.0	-813.0
940.0	-276.0	-838.0
940.0	-270.0	-829.0
953.0	-266.0	-841.0
933.0	-268.0	-859.0
931.0	-308.0	-857.0
945.0	-270.0	-842.0
945.0	-274.0	-825.0
939.0	-286.0	-846.0
954.0	-274.0	-844.0
949.0	-272.0	-864.0
944.0	-270.0	-846.0
943.0	-274.0	-839.0
942.0	-282.0	-844.0
957.0	-286.0	-839.0
938.0	-282.0	-846.0
949.0	-280.0	-844.0
950.0	-280.0	-844.0
950.0	-280.0	-851.0
956.0	-276.0	-834.0
954.0	-278.0	-846.0
942.0	-278.0	-867.0
942.0	-274.0	-855.0
959.0	-282.0	-843.0
958.0	-274.0	-847.0
950.0	-280.0	-842.0
956.0	-274.0	-842.0
958.0	-292.0	-828.0
947.0	-286.0	-838.0
946.0	-282.0	-806.0
940.0	-290.0	-818.0
940.0	-294.0	-818.0
949.0	-300.0	-807.0
950.0	-286.0	-811.0
958.0	-294.0	-805.0
962.0	-298.0	-816.0
963.0	-294.0	-819.0
986.0	-308.0	-815.0
980.0	-314.0	-823.0
988.0	-306.0	-838.0
973.0	-324.0	-810.0
985.0	-312.0	-800.0
977.0	-306.0	-819.0
973.0	-306.0	-781.0
977.0	-298.0	-801.0
981.0	-302.0	-800.0
977.0	-292.0	-802.0
983.0	-306.0	-817.0
980.0	-304.0	-823.0
964.0	-284.0	-814.0
946.0	-298.0	-815.0
954.0	-298.0	-813.0
943.0	-294.0	-809.0
940.0	-282.0	-817.0
916.0	-304.0	-802.0
925.0	-292.0	-801.0
927.0	-288.0	-804.0
908.0	-288.0	-817.0
922.0	-288.0	-778.0
922.0	-290.0	-804.0
924.0	-286.0	-777.0
914.0	-302.0	-790.0
916.0	-290.0	-777.0
902.0	-286.0	-764.0
910.0	-286.0	-767.0
898.0	-302.0	-778.0
912.0	-302.0	-762.0
902.0	-284.0	-760.0
910.0	-300.0	-753.0
906.0	-320.0	-754.0
904.0	-296.0	-743.0
906.0	-314.0	-726.0
916.0	-306.0	-735.0
908.0	-296.0	-736.0
900.0	-300.0	-725.0
910.0	-310.0	-721.0
892.0	-324.0	-717.0
888.0	-310.0	-718.0
898.0	-308.0	-711.0
906.0	-308.0	-719.0
904.0	-320.0	-702.0
902.0	-320.0	-701.0
915.0	-312.0	-718.0
893.0	-308.0	-698.0
901.0	-300.0	-699.0
899.0	-300.0	-717.0
893.0	-310.0	-718.0
895.0	-298.0	-725.0
895.0	-300.0	-741.0
895.0	-300.0	-725.0
897.0	-302.0	-739.0
909.0	-300.0	-758.0
893.0	-298.0	-735.0
895.0	-308.0	-734.0
897.0	-284.0	-761.0
907.0	-292.0	-763.0
901.0	-298.0	-783.0
901.0	-288.0	-773.0
881.0	-288.0	-782.0
885.0	-288.0	-756.0
867.0	-270.0	-758.0
868.0	-276.0	-760.0
849.0	-264.0	-745.0
857.0	-258.0	-746.0
842.0	-270.0	-716.0
821.0	-262.0	-707.0
813.0	-268.0	-679.0
815.0	-256.0	-671.0
805.0	-268.0	-660.0
807.0	-268.0	-614.0
803.0	-294.0	-591.0
817.0	-284.0	-571.0
832.0	-298.0	-539.0
831.0	-310.0	-534.0
825.0	-316.0	-529.0
855.0	-314.0	-479.0
860.0	-320.0	-472.0
879.0	-320.0	-459.0
888.0	-338.0	-457.0
919.0	-332.0	-440.0
919.0	-334.0	-414.0
941.0	-348.0	-429.0
948.0	-346.0	-425.0
979.0	-362.0	-381.0
994.0	-354.0	-378.0
996.0	-364.0	-390.0
1034.0	-374.0	-376.0
1041.0	-366.0	-352.0
1055.0	-372.0	-352.0
1092.0	-372.0	-361.0
1114.0	-374.0	-332.0
1147.0	-372.0	-304.0
1178.0	-386.0	-301.0
1220.0	-388.0	-294.0
1250.0	-390.0	-318.0
1276.0	-374.0	-316.0
1304.0	-378.0	-296.0
1338.0	-372.0	-308.0
1380.0	-374.0	-276.0
1426.0	-380.0	-299.0
1454.0	-366.0	-298.0
1462.0	-360.0	-319.0
1516.0	-330.0	-324.0
1534.0	-326.0	-338.0
1550.0	-306.0	-323.0
1569.0	-298.0	-331.0
1574.0	-298.0	-319.0
1602.0	-288.0	-307.0
1588.0	-272.0	-272.0
1610.0	-262.0	-277.0
1628.0	-252.0	-230.0
1630.0	-234.0	-237.0
1638.0	-230.0	-217.0
1628.0	-218.0	-207.0
1630.0	-220.0	-180.0
1634.0	-210.0	-172.0
1630.0	-204.0	-154.0
1630.0	-198.0	-125.0
1624.0	-190.0	-133.0
1610.0	-198.0	-98.0
1602.0	-186.0	-108.0
1598.0	-194.0	-91.0
1598.0	-202.0	-91.0
1592.0	-194.0	-83.0
1588.0	-206.0	-98.0
1570.0	-216.0	-88.0
1570.0	-220.0	-81.0
1540.0	-224.0	-78.0
1536.0	-238.0	-73.0
1512.0	-236.0	-100.0
1492.0	-230.0	-69.0
1480.0	-252.0	-93.0
1462.0	-264.0	-80.0
1448.0	-264.0	-85.0
1436.0	-270.0	-90.0
1414.0	-264.0	-91.0
1404.0	-270.0	-96.0
1384.0	-286.0	-79.0
1384.0	-280.0	-79.0
1388.0	-280.0	-115.0
1388.0	-298.0	-110.0
1408.0	-308.0	-112.0
1430.0	-298.0	-135.0
1446.0	-280.0	-110.0
1474.0	-272.0	-115.0
1488.0	-254.0	-137.0
1538.0	-264.0	-137.0
1570.0	-230.0	-138.0
1594.0	-230.0	-174.0
1628.0	-230.0	-150.0
1634.0	-226.0	-161.0
1632.0	-208.0	-151.0
1634.0	-186.0	-162.0
1642.0	-204.0	-153.0
1636.0	-188.0	-144.0
1640.0	-194.0	-140.0
1598.0	-214.0	-135.0
1604.0	-214.0	-158.0
1590.0	-230.0	-126.0
1562.0	-240.0	-131.0
1534.0	-252.0	-134.0
1514.0	-260.0	-131.0
1492.0	-278.0	-148.0
1472.0	-282.0	-132.0
1444.0	-272.0	-152.0
1435.0	-292.0	-135.0
1408.0	-290.0	-135.0
1432.0	-294.0	-150.0
1402.0	-312.0	-133.0
1410.0	-302.0	-146.0
1430.0	-300.0	-148.0
1436.0	-282.0	-157.0
1442.0	-298.0	-138.0
1448.0	-290.0	-156.0
1467.0	-278.0	-164.0
1486.0	-272.0	-140.0
1480.0	-254.0	-114.0
1486.0	-270.0	-125.0
1482.0	-278.0	-118.0
1458.0	-276.0	-131.0
1482.0	-278.0	-124.0
1448.0	-294.0	-125.0
1426.0	-284.0	-146.0
1426.0	-282.0	-133.0
1398.0	-292.0	-149.0
1398.0	-304.0	-138.0
1410.0	-302.0	-124.0
1404.0	-292.0	-167.0
1442.0	-294.0	-167.0
1468.0	-296.0	-180.0
1498.0	-266.0	-189.0
1544.0	-264.0	-187.0
1560.0	-252.0	-174.0
1574.0	-254.0	-183.0
1580.0	-236.0	-175.0
1594.0	-230.0	-143.0
1612.0	-216.0	-147.0
1598.0	-216.0	-131.0
1596.0	-200.0	-128.0
1592.0	-210.0	-150.0
